frame,tick,round,health,armor,victim health,victim new health,victim armor,victim new armor,attacker steamid,attacker side,attacker team name,is attacker controlling bot,victim steamid,victim side,victim team name,is victim controlling bot,weapon name,weapon class,hitgroup,weapon unique id,match checksum
60750,50021,6,24,5,26,2,73,68,76561198016255205,3,Team A,0,76561199063068840,2,Team B,0,M4A1,rifle,2,01JSKM0EZXY9KSQR1R5Q1QB88K,324954a3ba732f18
60753,50024,6,4,0,94,90,100,100,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,Molotov,grenade,0,01JSKM0EZJCYMJBADRMNMT481T,324954a3ba732f18
60756,50027,6,1,0,90,89,100,100,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,Smoke Grenade,grenade,0,01JSKM0EJ71WMJHYCQWDB5ZVTM,324954a3ba732f18
60758,50028,6,2,2,2,0,68,66,76561198150673360,3,Team A,0,76561199063068840,2,Team B,0,HE Grenade,grenade,0,01JSKM0EZZ6Y5T61W4JWHVRMA9,324954a3ba732f18
60768,50037,6,4,0,89,85,100,100,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,Molotov,grenade,0,01JSKM0EZJCYMJBADRMNMT481T,324954a3ba732f18
60821,50083,6,34,4,85,51,100,96,76561198176878303,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,3,01JSKM0F09CJ9T68W0KD8A6ABE,324954a3ba732f18
60836,50096,6,27,3,51,24,96,93,76561198176878303,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0F09CJ9T68W0KD8A6ABE,324954a3ba732f18
60845,50103,6,24,3,24,0,93,90,76561198176878303,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0F09CJ9T68W0KD8A6ABE,324954a3ba732f18
62090,51210,6,27,3,58,31,95,92,76561198176878303,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,2,01JSKM0F09CJ9T68W0KD8A6ABE,324954a3ba732f18
62091,51211,6,34,15,34,0,82,67,76561198150673360,3,Team A,0,76561198176878303,2,Team B,0,AK-47,rifle,1,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
66216,54330,7,100,0,100,0,0,0,76561198283989223,3,Team A,0,76561198013243326,2,Team B,0,AWP,sniper,2,01JSKM0EJGG6G9S349YJ7PGNDW,324954a3ba732f18
69214,56875,7,6,0,100,94,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,HE Grenade,grenade,0,01JSKM0EJCNHEZ8JD3T2FDMAGG,324954a3ba732f18
71343,58733,7,17,0,100,83,100,100,76561198050250233,2,Team B,0,76561198001151695,3,Team A,0,Desert Eagle,pistol,5,01JSKM0FC0XGFKP1GFF7S6Z5PG,324954a3ba732f18
71352,58740,7,40,0,94,54,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,3,01JSKM0FC1KMM3S39W8DVXZ2YG,324954a3ba732f18
71619,58980,7,40,0,54,14,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,3,01JSKM0FC1KMM3S39W8DVXZ2YG,324954a3ba732f18
71625,58986,7,14,0,14,0,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,M4A1,rifle,3,01JSKM0FC1KMM3S39W8DVXZ2YG,324954a3ba732f18
72159,59452,7,32,0,100,68,0,0,76561198001151695,3,Team A,0,76561198246607476,2,Team B,0,M4A1,rifle,2,01JSKM0FC1KMM3S39W8DVXZ2YG,324954a3ba732f18
72169,59461,7,32,0,68,36,0,0,76561198001151695,3,Team A,0,76561198246607476,2,Team B,0,M4A1,rifle,2,01JSKM0FC1KMM3S39W8DVXZ2YG,324954a3ba732f18
72311,59586,7,32,0,36,4,0,0,76561198001151695,3,Team A,0,76561198246607476,2,Team B,0,M4A1,rifle,2,01JSKM0FC1KMM3S39W8DVXZ2YG,324954a3ba732f18
72613,59857,7,10,6,100,90,100,94,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,Glock-18,pistol,2,01JSKM0FA5R4PP6Z4W24BTKTKE,324954a3ba732f18
72638,59879,7,35,0,100,65,0,0,76561198001151695,3,Team A,0,76561199063068840,2,Team B,0,M4A1,rifle,2,01JSKM0FC1KMM3S39W8DVXZ2YG,324954a3ba732f18
72651,59889,7,35,0,65,30,0,0,76561198150673360,3,Team A,0,76561199063068840,2,Team B,0,AK-47,rifle,2,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
72654,59892,7,30,0,30,0,0,0,76561198001151695,3,Team A,0,76561199063068840,2,Team B,0,M4A1,rifle,2,01JSKM0FC1KMM3S39W8DVXZ2YG,324954a3ba732f18
72671,59906,7,34,0,100,66,0,0,76561198016255205,3,Team A,0,76561198176878303,2,Team B,0,M4A1,rifle,2,01JSKM0FBYKCBC6NR3XT5D6X2J,324954a3ba732f18
72677,59912,7,34,0,66,32,0,0,76561198016255205,3,Team A,0,76561198176878303,2,Team B,0,M4A1,rifle,5,01JSKM0FBYKCBC6NR3XT5D6X2J,324954a3ba732f18
72684,59919,7,32,0,32,0,0,0,76561198016255205,3,Team A,0,76561198176878303,2,Team B,0,M4A1,rifle,2,01JSKM0FBYKCBC6NR3XT5D6X2J,324954a3ba732f18
72787,60017,7,4,0,4,0,0,0,76561198016255205,3,Team A,0,76561198246607476,2,Team B,0,M4A1,rifle,2,01JSKM0FBYKCBC6NR3XT5D6X2J,324954a3ba732f18
79320,65055,8,4,3,100,96,100,97,76561198283989223,3,Team A,0,76561198283989223,3,Team A,0,HE Grenade,grenade,0,01JSKM0FTNZ87WGE3R62AGZT8H,324954a3ba732f18
79323,65057,8,10,7,100,90,100,93,76561198016255205,3,Team A,0,76561198246607476,2,Team B,0,HE Grenade,grenade,0,01JSKM0FTPVMK35HPH5AF378ZT,324954a3ba732f18
80372,65949,8,11,7,90,79,93,86,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,HE Grenade,grenade,0,01JSKM0FPR87M99NHN8P0XXT1P,324954a3ba732f18
80814,66317,8,100,1,100,0,100,99,76561198283989223,3,Team A,0,76561198176878303,2,Team B,0,AWP,sniper,2,01JSKM0EJGG6G9S349YJ7PGNDW,324954a3ba732f18
80834,66332,8,27,18,96,69,97,79,76561198176878303,2,Team B,0,76561198283989223,3,Team A,0,HE Grenade,grenade,0,01JSKM0FWXK2CGTM4X3Z0D7VRS,324954a3ba732f18
80834,66332,8,27,18,100,73,100,82,76561198176878303,2,Team B,0,76561198150673360,3,Team A,0,HE Grenade,grenade,0,01JSKM0FWXK2CGTM4X3Z0D7VRS,324954a3ba732f18
81603,66968,8,22,4,79,57,86,82,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,2,01JSKM0EJ1ZPGPPXCYY6K7KRV7,324954a3ba732f18
81611,66974,8,22,4,57,35,82,78,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,2,01JSKM0EJ1ZPGPPXCYY6K7KRV7,324954a3ba732f18
81634,66994,8,26,3,100,74,100,97,76561199063068840,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,5,01JSKM0EJJ9NDQ0YQDWZ7J2QPA,324954a3ba732f18
83607,68670,8,69,15,69,0,79,64,76561199063068840,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,1,01JSKM0EJJ9NDQ0YQDWZ7J2QPA,324954a3ba732f18
84452,69420,8,27,3,100,73,100,97,76561198150673360,3,Team A,0,76561199063068840,2,Team B,0,AK-47,rifle,2,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
84462,69427,8,27,3,73,46,97,94,76561198150673360,3,Team A,0,76561199063068840,2,Team B,0,AK-47,rifle,5,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
84478,69440,8,27,3,46,19,94,91,76561198150673360,3,Team A,0,76561199063068840,2,Team B,0,AK-47,rifle,2,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
84486,69446,8,19,3,19,0,91,88,76561198150673360,3,Team A,0,76561199063068840,2,Team B,0,AK-47,rifle,2,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
84488,69448,8,26,3,100,74,94,91,76561198013243326,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0EZCGYDT3W4WZE5M17CJ,324954a3ba732f18
84504,69461,8,26,3,74,48,91,88,76561198013243326,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0EZCGYDT3W4WZE5M17CJ,324954a3ba732f18
84511,69467,8,27,3,48,21,88,85,76561198013243326,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,4,01JSKM0EZCGYDT3W4WZE5M17CJ,324954a3ba732f18
84516,69471,8,24,5,100,76,100,95,76561198016255205,3,Team A,0,76561198013243326,2,Team B,0,M4A1,rifle,2,01JSKM0FBYKCBC6NR3XT5D6X2J,324954a3ba732f18
84524,69477,8,7,1,76,69,95,94,76561198016255205,3,Team A,0,76561198013243326,2,Team B,0,M4A1,rifle,2,01JSKM0FBYKCBC6NR3XT5D6X2J,324954a3ba732f18
84532,69484,8,39,8,69,30,94,86,76561198016255205,3,Team A,0,76561198013243326,2,Team B,0,M4A1,rifle,1,01JSKM0FBYKCBC6NR3XT5D6X2J,324954a3ba732f18
84549,69497,8,30,17,30,0,86,69,76561198016255205,3,Team A,0,76561198013243326,2,Team B,0,M4A1,rifle,1,01JSKM0FBYKCBC6NR3XT5D6X2J,324954a3ba732f18
84680,69618,8,27,4,74,47,97,93,76561198246607476,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,2,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
84698,69631,8,27,4,47,20,93,89,76561198246607476,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,2,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
84713,69644,8,20,4,20,0,89,85,76561198246607476,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,4,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
84766,69685,8,21,3,21,0,85,82,76561198050250233,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,4,01JSKM0FPN4MSHFN0MBDDQN96Y,324954a3ba732f18
85700,70492,8,31,21,35,4,78,57,76561198001151695,3,Team A,0,76561198246607476,2,Team B,0,HE Grenade,grenade,0,01JSKM0FPHP6PBHDT1Z2YPAB1M,324954a3ba732f18
85898,70662,8,33,4,73,40,82,78,76561198050250233,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,3,01JSKM0FPN4MSHFN0MBDDQN96Y,324954a3ba732f18
85902,70666,8,100,15,100,0,100,85,76561198150673360,3,Team A,0,76561198050250233,2,Team B,0,AK-47,rifle,1,01JSKM0EZXY9KSQR1R5N7C5MR3,324954a3ba732f18
85965,70727,8,4,0,4,0,57,57,76561198001151695,3,Team A,0,76561198246607476,2,Team B,0,Incendiary Grenade,grenade,0,01JSKM0FPGRXKKHW9NY6XMNXZN,324954a3ba732f18
90422,74143,9,12,8,100,88,100,92,76561198283989223,3,Team A,0,76561198283989223,3,Team A,0,HE Grenade,grenade,0,01JSKM0EFX91JQ6B4RABCS07H1,324954a3ba732f18
90735,74400,9,22,4,100,78,100,96,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,5,01JSKM0G464ZH4EAGB3Z4KG29W,324954a3ba732f18
90747,74412,9,22,4,78,56,96,92,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,2,01JSKM0G464ZH4EAGB3Z4KG29W,324954a3ba732f18
90753,74417,9,22,4,56,34,92,88,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,2,01JSKM0G464ZH4EAGB3Z4KG29W,324954a3ba732f18
90754,74418,9,25,1,100,75,100,99,76561198246607476,2,Team B,0,76561198053126645,3,Team A,0,Tec-9,pistol,2,01JSKM0G4933QJX8EW60M041Q5,324954a3ba732f18
90766,74427,9,25,1,75,50,99,98,76561198246607476,2,Team B,0,76561198053126645,3,Team A,0,Tec-9,pistol,2,01JSKM0G4933QJX8EW60M041Q5,324954a3ba732f18
90767,74429,9,34,19,34,0,88,69,76561198053126645,3,Team A,0,76561198246607476,2,Team B,0,M4A4,rifle,1,01JSKM0G464ZH4EAGB3Z4KG29W,324954a3ba732f18
91590,75119,9,100,15,100,0,78,63,76561199063068840,2,Team B,0,76561198150673360,3,Team A,0,AK-47,rifle,1,01JSKM0ER07XRK6JCQYKM7P0DM,324954a3ba732f18
92018,75479,9,27,3,100,73,100,97,76561198001151695,3,Team A,0,76561198176878303,2,Team B,0,AK-47,rifle,2,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
92022,75483,9,86,4,100,14,100,96,76561198176878303,2,Team B,0,76561198001151695,3,Team A,0,Tec-9,pistol,1,01JSKM0G456J7P280XFZ91VDEJ,324954a3ba732f18
92024,75485,9,27,3,73,46,97,94,76561198001151695,3,Team A,0,76561198176878303,2,Team B,0,AK-47,rifle,2,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
92034,75492,9,16,2,46,30,94,92,76561198001151695,3,Team A,0,76561198176878303,2,Team B,0,AK-47,rifle,3,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
92055,75504,9,27,3,30,3,92,89,76561198001151695,3,Team A,0,76561198176878303,2,Team B,0,AK-47,rifle,2,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
92062,75511,9,3,3,3,0,89,86,76561198001151695,3,Team A,0,76561198176878303,2,Team B,0,AK-47,rifle,2,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
92139,75581,9,24,0,100,76,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,AK-47,rifle,1,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
92146,75588,9,65,0,76,11,0,0,76561198001151695,3,Team A,0,76561198050250233,2,Team B,0,AK-47,rifle,1,01JSKM0FPN4MSHFN0MBCSGHZ57,324954a3ba732f18
92157,75596,9,93,4,100,7,100,96,76561198013243326,2,Team B,0,76561198016255205,3,Team A,0,Tec-9,pistol,1,01JSKM0EZCGYDT3W4WZNKGBY7E,324954a3ba732f18
92162,75600,9,100,0,100,0,100,100,76561198016255205,3,Team A,0,76561198013243326,2,Team B,0,M4A4,rifle,1,01JSKM0F04N217S5T28YRWVJWE,324954a3ba732f18
92370,75778,9,14,1,14,0,96,95,76561198050250233,2,Team B,0,76561198001151695,3,Team A,0,Desert Eagle,pistol,5,01JSKM0EAYEPVMBKJAE0Z1W86G,324954a3ba732f18
92744,76092,9,11,0,11,0,0,0,76561198283989223,3,Team A,0,76561198050250233,2,Team B,0,Dual Berettas,pistol,2,01JSKM0G44Y9QGPGM5J7ZX8YPH,324954a3ba732f18
92822,76164,9,34,4,88,54,92,88,76561199063068840,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,3,01JSKM0ER07XRK6JCQYKM7P0DM,324954a3ba732f18
92832,76170,9,27,3,54,27,88,85,76561199063068840,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,2,01JSKM0ER07XRK6JCQYKM7P0DM,324954a3ba732f18
92840,76177,9,27,3,27,0,85,82,76561199063068840,2,Team B,0,76561198283989223,3,Team A,0,AK-47,rifle,2,01JSKM0ER07XRK6JCQYKM7P0DM,324954a3ba732f18
93025,76341,9,7,3,7,0,96,93,76561199063068840,2,Team B,0,76561198016255205,3,Team A,0,AK-47,rifle,2,01JSKM0ER07XRK6JCQYKM7P0DM,324954a3ba732f18
98238,80988,9,27,4,50,23,98,94,76561199063068840,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,2,01JSKM0ER07XRK6JCQYKM7P0DM,324954a3ba732f18
98246,80994,9,23,16,23,0,94,78,76561199063068840,2,Team B,0,76561198053126645,3,Team A,0,AK-47,rifle,1,01JSKM0ER07XRK6JCQYKM7P0DM,324954a3ba732f18
101187,83065,10,1,0,100,99,100,100,76561198050250233,2,Team B,0,76561198150673360,3,Team A,0,Molotov,grenade,0,01JSKM0GENX6HE2AGCB45NBVWX,324954a3ba732f18
101187,83065,10,1,0,100,99,100,100,76561198050250233,2,Team B,0,76561198283989223,3,Team A,0,Molotov,grenade,0,01JSKM0GENX6HE2AGCB45NBVWX,324954a3ba732f18
101205,83078,10,2,0,99,97,100,100,76561198050250233,2,Team B,0,76561198150673360,3,Team A,0,Molotov,grenade,0,01JSKM0GENX6HE2AGCB45NBVWX,324954a3ba732f18
